mus मुस
majama	मजमा
mashiinon	मशीनों
sthar	स्तर
nagmaa	नगमा
sthal	स्थल
rukii	रुकी
dilakar	दिलाकर
gangaaraam	गंगाराम
upyog	उपयोग
utarana	उतरना
smriti	स्मृति
kamalaa	कमला
meherbani	मेहरबानी
farvaree	फ़रवरी
saasoon	साँसों
mehaktaa	महकता
barsoon	बरसों
rajyon	राज्य
guzaar	गुज़ार
harzai	हरजाई
machaaii	मचाई
pehankar	पहनकर
govindghat	गोविन्दघाट
faramaanaa	फ़रमाना
ekaion	इकाइयों
badanasibi	बदनसीबी
itta	इत्ता
padenge	पड़ेंगे
collector	कलेक्टर**
nainaamaari	नैनामारी
tazkire	तज़्किरे
rukda	रुकदा
taaram	तारम
unnis	sou
lootna	लूटना
sogvaar	सोगवार
rahanuma	रहनुमा
kaanton	कांटों
chingaarii	चिंगारी
parchaiyan	परछाईयां
kahalaata	कहलाता
kahalaate	कहलाते
likhaaoon	लिखाऊँ
ruken	रुकें
chaaval	चावल
itti	इत्ती
rukee	रुकी
nainaa	नैंना
ghatnaa	घटना
puujaari	पूजारी
sataatee	सताती
thele	ठेले
chhoon	छूं
chhoom	छूं
bulaae	बुलाए
alsaaye	अलसाये
sakin	सकीं
thela	तेला
bulaao	बुलाओ
khokar	खोकर
nainna	नैंना
sthiti	स्थिति
bulaai	बुलाई
mujhas	मुझस
berang	बेरंग
bulaau	बुलाऊँ
maaraamaaraama	मारामारामा
vidhansabha	विधानसभा
darmiyan	दरमियाँ
bulaat	बुलात
begaanaapan	बेगानापन
bekaraar	बेकरार
raajadulaara	राजदुलारा
raajadulaare	राज्दुलारे
doctar	श्री
apanaaya	अपनाया
raajadulaari	राजदुलारी
kalejaa	कलेजा
janaab	जनाब
vijayawada	विजयवाड़ा
theka	ठेका
nainon	नैनों
surakSaa	सुरक्षा
shabaariga	शबारिगा
kanuno	कानूनों
referee	रेफ़री
paungaa	पाऊंगा
kaviyatri	कवियित्री
tarika	तरीका
firata	फ़िरता
zinagi	ज़िंदगी
anjaan	अनजान
anjaam	अंजाम
carabia	कैरेबियाई
chhora	छोरा
chhore	छोड़
intezari	इंतज़ारी
sitam	सितम
thens	ठेंस
taarne	तारने
sitar	सितार
dilnashi	दिलनशी
sakht	सख्त
bulaay	बुलाय
nikalun	निकलूँ
sthit	स्थित
chhori	छोरी
lalchaayi	ललचाई
rukaa	रुका
lalchaaye	ललचाये
manval	मंवल
daastan	दास्तान
sakii	सकी
taaron	तारों
bhougolic	भौगोलिक
pahuch	पहुँच
daastaa	दास्तां
firate	फिरते
muusaa	मूसा
saken	सकें
sataataa	सताता
bijalee	बिजली
tinon	तीनों
jagdishwaram	जगदीश्वरम
kiijie	कीजिए
manvaa	मनवा
chhote	छोटे
naxali	नक्सली
chhota	छोटा
kahalaane	कहलाने
chhoto	छोटो
dahakaa	दहका
chhoti	छोटी
padarth	पदार्थ
dilakii	दिलकी
harivansh	हरिवंश
chhotu	छोटू
tezab	तेज़ाब
gubugubu	गुबुगुबू
utarate	उतरती
chhoum	छौं
chhoun	छौं
nigahabaani	निगहबानी
daleelon	दलीलों
taariq	तारीक़
utarati	उतरती
khudaaraa	खुदारा
windein	विंदें
apanaata	अपनाता
dhunwaan	धुनवान
chhidkaave	छिड़कावे
sikhaai	सिखाई
doliyon	डोलियों
prastut	प्रस्तुत
kareemat	करिमत
ladaati	लड़ाती
bhulakar	भूलकर
sarvavadad	सर्वविदित
dalaa	डाला
sawanlon	सवालों
apnaapan	अपनापन
river	रेवड़
justuju	जुस्तुजू
tinku	टिंकू
mujhme	मुझमें
ge	गे
padataa	पड़ता
ennaya	एन्नाया
kamariya	कमरिया
sainya	सैंया
ga	ग
wallah	वल्ला
fm	एफएम**
fi	फि
fu	फु
fo	फो
chhalkaaya	छलकाया
kholin	खोलीं
berchha	बर्छा
sajni	सजनी
kapoor	कपूर
sheher	शहर
sajne	सजने
he	हे
ha	ह
mujhko	मुझको
gi	गि
jispar	जिसपर
gu	गु
sajna	साजन
go	गो
du	दू
hawaaon	हवाओं
sudhar	सुधार
maayal	मायल
juluus	जुलूस
khitaab	खिताब
de	दे
dg	डीजी**
rukhtha	रुकता
di	थी
sudhaa	सुधा
nazariya	नजरिया
dl	डल
do	दो
maayaa	माया
dareechaa	दरीचा
maarane	मारने
dr	श्री
kisise	किसीसे
ikaiyon	इकाइयों
guunge	गूँगे
pataakha	पटाखा
ferensize	फ्रेंचाइज़
ey	यही
bundan	बुँदन
fa	फ
giniye	गिनिए
suuratein	सूरतें
tinka	तिनका
nabiin	नबीं
fe	फे
operator	ऑपरेटर**
eh	एह
jhilamilaayen	झिलमिलायें
hairaan	हैरान
el	एल
ek	एक
tinke	तिनके
mujhii	मुझी
tinko	तिनकों
abhineet	अभिनीत
ladaaii	लड़ाई
en	इन
em	एम
es	इस
chhotaba	छोटबा
janata	जनता
by	बाई**
kamalon	कमलों
dareeyaa	दरिया
janate	जानते
jamaayen	जमायें
bu	बु
dehlijon	दहलीजों
bt	बीटी**
jadte	जड़ते
udaoon	उड़ाऊँ
bo	बो
pahaadaan	पहाड़ाँ
kholee	खोलीं
muurti	मूर्ति
kudrat	कुदरत
bunty	बंटी
bh	भी
bi	बि
prasthav	प्रस्ताव
be	बे
da	दा
gili	गीली
khilataa	खिलता
mulaakat	मुलाकात
gile	गली
sajji	सज्जी
kholen	खोलें
batiyaan	बतिया
gila	गिल
sajje	सज्जे
svaasthya	स्वास्थ्य
kholegi	खोलेगी
saanchaa	साँचा
baharoopiya	बहरूपिया
ladaake	लड़ाके
ch	च
bulabulon	बुलबुलों
ladaaka	लड़ाका
kisipe	किसीपे
guzaro	गुज़रो
guunje	गूंजे
guzare	गुज़रे
nagmon	नग़मों
guzari	गुजारी
bhaalaa	भाला
ladaane	लड़ाने
guzara	गुजारा
jadur	जदुर
Virajan	विरजन
ladaana	लड़ाना
ay	आई
kamayenge	कमाएँगे
itar	इतर
jaahaan	जहाँ
ba	ब
hawaale	हवाले
itan	इतन
hichkichana	हिचकिचाना
at	एट**
as	आस
phuulawaari	फूलवारी
ar	अर
mujhey	मुझे
bunti	बुनती
bulane	बुलाने
buland	बुलंद
sampanna	सम्पन्न
ak	एक
puuran	पूरन
saadaa	सादा
al	अल
ladakpan	लड़कपन
ai	आई
aj	आज
giit	गीत
mujhea	मुझे
ap	आप
am	आम
bunta	बुनता
an	आन
saadah	सादह
aa	आ
swaraj	स्वराज
ab	अब
chhalkaata	छलकाता
ag	आग
puurab	पूरब
ah	आह
puuraa	पूरा
saadan	साधन
ae	आए
nu	नु
maykhwaar	मयख्वार
jadoo	जादू
no	नो
bhavsagar	भवसागर
khiloune	खिलौने
daaloongi	डालूँगी
saaddi	साद्डी
zyaada	ज्यादा
of	ऑफ
kisine	किसीने
padatii	पड़ती
on	और
laoge	लाओगे
khevadiyaan	खेवड़ियाँ
oh	और
ot	और
os	ओस
mahajabin	महजबीं
ou	ऑउट
oo	और
or	और
bhuulanaa	भूलना
daiyyaa	दिया
haraarat	हरारत
board	बोर्ड**
oy	ओय
pe	पे
galati	गलती
sahaayataa	सहायता
pa	प
rusvaayi	रुस्वाई
galate	गलते
khilaten	खिलतें
bulate	बुलाते
mulayam	मुलायम
po	पो
lutaaoon	लुटाऊँ
bulata	बुलाता
pi	पि
lo	लो
ll	ल्ल
kanwal	कंवल
lu	लु
tehani	टेहनी
aakraamak	आक्रामक
ma	म
mujhse	मुझे
tinak	टिनक
me	मे
mujhsa	मुझसा
mi	मि
mm	म्म
mo	मो
kisiki	किसीकी
janchataa	जंचता
mu	मु
hataayo	हटाओ
kisiko	किसको
puchhenge	पूछेंगे
my	मी
bheegataa	भीगता
prahaar	प्रहार
na	न
kholta	खोलता
bekarari	बेकरारी
mukhyalaya	मुख्यालय
ne	ने
hataaya	हटाया
begunaah	बेगुनाह
ni	नि
kisike	किसिके
kholti	खोलती
sajadon	सजादों
kisika	किसीका
bindiya	बिंदिया
janaka	जनक
ju	जु
saadhi	सादी
gujaregi	गुज़रेगी
saadhu	साधु
gidh	गीध
janaki	जानकी
jo	जो
saadho	साधो
riksho	वृक्षों
gavaacha	गवाचा
padatee	पड़ती
ki	कि
ke	के
ka	क
shravan	श्रवन
saadha	साधा
warne	वॉर्न
jalaanaa	जलाना
pouraanik	पौराणिक
hawaaen	हवाएं
kidar	किधर
warna	वरना
saadgi	सादगी
ku	कु
kv	केवी
ko	को
kholne	खोलने
kr	क्र
li	लि
khilatii	खिलती
bhaado	भादों
somwart	सोमवार
majaaj	मजाज
le	ले
kholna	खोलना
gharaana	घराना
majaak	मजाक
majaal	मजाल
la	ल
hoshiyaari	होशियारी
ghabraanaa	घबराना
mujhpe	मुझपे
swarga	स्वर्ग
majaar	मज़ार
ashrushwedrakt	अश्रुस्वेदरक्त
janama	जन्मा
mastiyaan	मस्तियाँ
janami	जनमी
majaaz	मजाज़
sudhaaran	सुधारन
hu	हु
bhaalii	भाली
hi	हि
aayaat	आयात
ho	हो
hm	हम
id	ईद
ib	इब
laheraaoon	लहराऊँ
zaayaka	ज़ायका
bachenge	बचेंगे
ghutan	घुटन
janana	जानना
pachhataanaa	पछताना
janani	जननी
sajta	सजता
it	इट
saadii	सादी
beshumaar	बेशुमार
sajte	सजते
pushti	पुष्टि
ik	इक
il	इल
in	इन
bholebhaale	भोलेभाले
je	जे
aayaaz	आयाज़
jazabaat	जज़बात
bulave	बुलावे
ji	जि
nagmey	नग़में
zaahir	ज़ाहिर
nagmen	नग़्में
sajti	सजती
kallol	कल्लोल
batalaao	बतलाओ
waron	वरों
ja	ज
manamaa	मनमा
lachak	लचक
ready	रेडी
sochtaa	सोचता
taashe	ताशे
waran	वरन
isme	इसमें
bekaab	बेख़ाब
isliye	इसलिए
taswirein	तस्वीरें
bhaagy	भाग्य
pratibhasheel	प्रतिभाशील
wo	वो
sunita	सुनीता
uljhegaa	उलझेगा
narmada	नर्मदा
pighalenge	पिघलेंगे
uchhaalata	उछालता
bhaago	भागों
isne	इसने
bhaagi	भागी
bhaage	भागे
kaanuun	कानून
bistar	बिस्तर
wa	व
waa	वा
bhaaga	भागा
bataashe	बताशे
banjaron	बंजारों
we	वे
sainik	सैनिक
galane	गलने
pahchaanaa	पहचाना
give	गिव
vi	वि
manamen	मनमें
vu	वु
khiley	खिले
nahayen	नहाएँ
vo	वो
iska	इसका
yaaraana	याराना
isamain	इसमें
khilen	खिले
iske	इसके
ve	वे
suhagan	सुहागन
aaratii	आरती
iski	इसकी
va	व
isko	इसको
taasir	तासीर
thukra	ठुकरा
ui	उई
sitamagaron	सितमगरों
uf	उफ़
bulayi	बुलाई
deeena	देना
halwaa	हलवा
dvaare	द्वारे
ur	उर
bekaar	बेकार
sajaa	सजा
aayami	आयामी
us	इस
bulaye	बुलाए
ut	उठ
jilaa	जिला
um	उम
dvaara	द्वारा
un	उन
bulaya	बुलाया
up	यूपी
madhubaini	मधुबैनी
diwali	दीवाली
jaayeinge	जाएंगे
tu	तु
tv	टीवी**
kyuun	क्यूं
ud	उड़
lanka	लंका
chipaayega	छिपाएगा
to	तो
arapan	अरपन
te	ते
habeeb	हबीब
hasaraton	हसरतों
ti	ति
shridevi	श्रीदेवी
buney	बुने
jhilamilaate	झिलमिलाते
bhaali	भाली
jhilamilaati	झिलमिलाती
ziyaada	ज़ियादा
daavaa	दावा
ta	त
su	सु
lakiiron	लकीरों
bhaalu	भालू
st	एसटी
huunhii	हूँही
bhaalo	भालो
abhineta	अभिनेता
pighle	पिघले
isse	इससे
sikhaye	सिखाए
daavat	दावत
awshesh	अवशेष
sp	एसपी**
so	सो
mulaaqaatein	मुलाकातें
saiyo	सैयो
yaadam	यादम
se	से
bhaale	भाले
sikhaya	सिखाया
si	सि
